Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
1,Napoleon,24,307,0,1,2,7,0,2,1,2,1,1,1,1,0,41326,b7bd5e2babf94a1f1e156b6e1e9f7e15,0,"Napoleon was born in a construction site and lives with 18 other dogs under harsh conditions.Despite this Napoleon has a loving temperament and he is a really cheeky boy, and friendly too.Napoleon needs to be adopted asap as construction will start very soon,and he and all the dogs will be in danger.Please give Napoleon a chance.",3aa4a07dc,3.0,4
1,Tavi,1,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,"A mother dog delivered a litter of 6 pups outside a home. The family is currently caring for the mother dog and her babies. The puppies are now ready for rehome. Profile of each puppies are available here. If you are interested, please contact me. Puppies are located in Kajang. Adoption requirement : a) Adopter must be an animal lover and willing to spend time in preparing the puppy to settle n well. b) Absolutely no long hour of caging or tied on leash. c) Provide necessary medical attention. d) Allow visitation for us to follow-up on Tavi when required",4529e91da,2.0,2
1,,0,307,0,3,1,2,0,2,1,2,2,2,1,8,0,41401,44b7ccb5c74be9f58cff9df9c34e9695,0,Stray female gave birth to 8 puppies across our office building and we have been feeding her to give her strength to produce milk for the puppies,ee459f62d,2.0,4
1,Maya,24,178,0,2,5,0,0,1,3,1,1,2,1,1,300,41326,21894b4b15cb45c2e9585538491f06cb,0,"Maya is a big size pomeranian ,last fosterer cant keep her anymore so i help to posting for adoption ,adoption fees apply ,maya mouth area is hurting last owner abuse and tight with rubber band badly ,location in klang About 2+ years old Is a very active,playful girl and when she excited will pee a little bit on floor ,please note take If u interest please contact me prefer whatsapps",1a8503d2f,5.0,2
2,Mattie,12,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,9b52af6d48a4521fd01d4028eb5879a3,0,"I rescued Mattie with a broken leg. After surgery with pin inserted in her leg, she's made a full recovery.",1a8fd6707,5.0,0
1,Lola,3,307,213,2,2,7,0,1,2,1,1,2,1,1,235,41326,2864803699884df90ac135583b02ec70,0,"ADOPTION FEE IS FOR DESEXING AND FINAL VACCINATION. Lola is the only survivor of a litter of six pups rescued from a temple. Her siblings died from coronavirus, which attacks the intestines. Frail but kept under intense supervision, Lola was spared the same fate and is now a healthy, bouncy ball of energy!",2fdd78c55,4.0,1
2,Girl,3,292,0,2,1,2,7,1,1,2,1,2,2,1,0,41326,a889a765a2f15aa5cae05f775347d1d5,0,sangat-sangat manja dan aktif...litter box trained.eat Royal canin+Blackwood,a0490612e,2.0,1
1,Frigga,36,128,307,2,2,7,0,2,1,1,1,1,1,1,300,41326,2864803699884df90ac135583b02ec70,0,We have over one hundred gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochresortandrescue.org,2c15f3086,4.0,4
2,Chocolate Siamese,24,292,0,2,2,5,0,2,1,2,1,2,1,1,100,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"27/6/ Wow, Chocolate Siamese caught 2 rats today. As a treat, we gave her 2 big boiled sardin fish.. 8/6/ Adorable Siamese mother cat looking for new home. She is Chocolate Siamese, about 2 years old now. She has delivered 4 cute babies 3 months ago and all the babies were adopted. She has soft cream fur & dark chocolate colour point with great contrast. Her fur is soft but not so thick. She has beautiful, big, round, crystal blue eyes. She also has a straight, long tail. She is so affectionate, love cuddle & stroke always. She is well toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",b68679817,8.0,3
2,Moo,2,266,0,1,1,7,0,2,2,2,1,2,1,1,0,41401,e6371cc3553cb00a4c190f57a6aa932d,1,"Moo is a healthy 2 months old kitten. We found him and his mother and he's ready to be in new loving home. Moo is named after milk cow. Haha. And he ks very very adventurous. He's playful & energetic and doesn't afraid of people or water. So it was very easy for us to give bath to Moo and we did so twice! 😁 Moo already eats solid food. We give him kibbles and wet can foods. He has huge appetite and eats a lot 😅 Adopter preferably someone who already have experience taking care of cats or currently already have cats. Moo definitely needs playmates. ☺ and he doesn't afraid of any other adult cats as he always try to approach my four adult cats to play with him. Moo is free from any fleas and already dewormed. We hope his new mother/father is someone agree to neutering when he has reach 5-6 months. Moo should be kept indoor at all time. Adoption fees is absolutely free. Interested to adopt him, please whatsapp (please, no phone calls) Thank you ☺",477d22816,5.0,1
2,Julie,1,266,0,2,1,2,4,1,1,2,2,2,1,1,0,41325,445ec440cf783180ab2e73c26ffe50f1,0,rescued kitten for adoption.need to feed via syringe.prefer someone who is always wt the kitten as need to feed every 2-3 hours or so.must love cats and able to take them for deworming..vaccination amd neutering when time comes.two kittens are available.if you culd adopt both together that would be great.thanks,d23a8d771,1.0,3
2,Miss Gorgeous,1,285,263,2,1,2,3,3,3,2,1,2,1,1,100,41401,9a50c5d66f407a71f04cb6e0ef08c929,2,"Miss Gorgeous, is simply gorgeous. She is believed to be a persian cross. Although she loves cantering and running about like a crazy kitty, her beautiful posture and hair keeps her gorgeous status alive. She is very loving, gentle and loves human touch and hugging. She is the largest amongst her siblings.",95fc36030,5.0,2
2,3 Oranges Nuning,5,265,0,1,2,4,7,2,2,3,3,3,1,3,0,41336,92857b3bd9b59ee38f3cebf566c7c03f,0,"Please adopt them..they are very cute and behave..sweet of them..Mereka adik beradik ber3..harap ada yang sanggup ambik mereka semua sebagai anak angkat..ada orang buang mereka di tempat keje saya nusajaya johor..saya cuma bagi makan waktu bekerja sahaja..waktu cuti saya tak dapat bagi sebab rumah jauh,kulai..call me nurul",f3755376e,2.0,4
2,Shwun,4,306,306,1,1,7,0,3,1,1,1,2,1,1,0,41401,6ab1519621085c846ba577b8a8577be7,0,"Found Shwun stuck on a divider on Federal Highway one afternoon, rescued him, took him to vet for checkups, deworming and vaccinations, now awaiting right age to neuter him. He is black and white with a moustache, short hair and a very bobbed tail. He has excellent personality, playful, friendly, gentle, looks you in the eye when you talk to him, litter trained and loves kibbles. He also gets along well with adult cats. He is on Blackwood now. Looking for loving home, preferably with kids who are gentle and kind to kittens. He has been through a lot and we truly hope he can have a good life ahead with a kind family.",a977f3331,5.0,4
2,Cute Little Fella,1,265,0,1,4,7,0,2,2,2,2,2,1,1,0,41326,0c2289c42d1a4f4abaaec05c9ce8ed2e,0,"We found this cute little kitten calling for help near our flat.So we went and found a very cute kitten. We fell in love and brough him home.Hes only a month (I guess) and now we're looking for a gud home for this cute little fella. Hes definitely cute and very naughty.if ur interested,do let us know.We prefer if you can give him a name (and gud place of course) Text or call us Faris Philip",05d3e4d55,5.0,1
1,Rex,9,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,052cd940999e90f1f690003860c72de8,0,"active and alert,.. looking for a good home..",6ea65996b,2.0,3
1,Jolin,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,Jolin is a little puppy which likes to play with people and she feel relax to running among adult dogs here. Pls call to arrange a visit.,ad8569001,5.0,1
1,Butter 1,2,307,307,2,5,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,724736153,5.0,1
2,Frisky,2,266,0,2,4,5,7,2,1,1,1,1,1,1,0,41330,530f57b53cb3199e1d5e67733ddc0876,1,"Frisky is a totally lovable little furball. She is sassy and playful, while she is very curious of the big world out there, the streets are not a safe place for her. We are looking for a serious cat lover who likes to share a home with this cute companion. For inquiries, please contact ",9fe96f804,5.0,2
1,Doggie R2,5,307,307,2,4,5,7,2,2,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,rescuer-Agnes. Female-5 mths healthy. spay fees will be pay by the rescuer,46b2782d5,2.0,2
2,Cheepee & Munchee,48,266,0,1,1,2,7,2,1,2,1,1,1,2,0,41326,8dcf422c2649c0d3a2fd4b7362141323,0,"I rescued Cheepee & Munchee back in when they were just 2 months old or so. Someone had thrown them by the staircase of the apartment block where I was living. They are very lovable, huggable & playful. Litter-trained and responds to you when they are called. Can play by themselves and loves to have tummy rubs as well. They've been with me until , after which I had to give them to an aunt temporarily as I was overseas for a year. I urgently need to find them a new loving home as I have a baby now and cannot have them in the house as their fur makes my baby sneeze. I've recently brought them to the vet for grooming & latest check-up. They are healthy and just need some minor attention to get them back on track. They've been dewormed at the last check-up & they were neutered back when they were a year old or so. There is no adoption fee, I just need to find a cat lover who is willing to give them a loving home and care for them. Please contact me if you are interested. Thank you.",e1e58cd50,6.0,2
1,Poby,48,307,0,2,5,7,0,2,1,1,1,1,1,1,100,41326,001e42763024f9d4abe31e79472b1827,0,"Poby is a very easy n clean dog. She is easily trained and an excellent watchdog. She is friendly and always try to please her owner. She's vaccinated, Dewormed and spayed.",f0c26af32,3.0,4
2,Yuan Yuan AKa Fate (FAT),1,265,266,2,2,4,7,1,2,2,1,2,1,1,50,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,"D.O.B 8 Jun For adoption. Seperated from mother since Monday, feeding well on kibbles + can food. Will Vaccinate her soon. RM50 adoption fee collect to cover vaccination cost. For sincere adopter only. Pls call if interest, office hour tue-fri 9am-6.30pm, sat-sun 10am-4.30pm. Contact thru phone only! Thx",58477a7c6,7.0,3
2,Shiro Maguro,3,265,0,1,7,0,0,1,2,2,1,2,1,1,0,41326,401fbf500245f3cf50c1c846d15ec1ac,6,"Found this cute little boy on Labour Day. As usual, i was feeding the back alley cats (stray) in the middle of night, saw this little one hiding at the corner. So i gave him some food and pet the head abit. when i was about to leave, this fella glued on my feet! I ever thought of making him a companion for my cat, Lucas. But, my boy doesn't want to share my love with others. He wants to be the only feline child. Since my boy rejected so furiously, i have no choice but put him in the guest room toilet (glad that we decided to take him in as heavy rain with thunder storm started soon enough) - about 1.5kg - all white with a small yellow patch on forehead, and a fluffy yellow stripes long tail. - he learnt to use litter box as soon as I put him in one. very smart. - super manja and love to hug on human's feet. - love to be cuddled very much. - will knead and purr when being cuddled. - very active and playful. love all sorts of cat toys. - good appetite. - well behaved while bathing. - love to play with water.",463be5788,28.0,3
1,Nivea,24,207,0,2,1,2,6,1,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"FOR KLANG VALLEY ONLY. Nivea is a hyperactive doggie. She is playful and affectionate. She needs a yard to run around in, lots of love and exercise. Gets along with cats. Must be kept indoors, and sleep with owner. Preferably a home where there is a doggie as her companion. No tying up or caging. If interested, please call.",7977491da,2.0,3
1,Jazzmin,11,307,218,2,3,0,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Jazzmin is an active and alert dog, with shiny golden coat and cute half-folded ears. She is much loved by her family who adopted her since she was a two-month puppy but they have to give her up because they are moving to a condo. She is housebroken, and will only do her business outside. Very affectionate with her master and wary of strangers, excellent as pet and watchdog.",020cd1d50,9.0,3
1,,24,109,0,2,4,5,0,2,2,2,2,1,1,1,300,41336,73b4447d22d6b71acf4e4d5650480087,0,Kindly call Joseph Chia at for more information.,6c64dd197,2.0,1
1,Cozy,4,307,141,1,1,2,0,2,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,"Cozy is a cute healthy puppy. If you are looking for a dog that can guard your house and a dog needs your love, Cozy is the perfect choice",ecba83b43,2.0,2
1,Snow White,15,169,0,2,7,0,0,3,2,1,1,3,1,1,150,41326,5546b91d21d8a8fe8cd35ee2b30b4abf,0,"Looking to let go of this beauty as I will be relocating overseas soon and unable to bring her along. To answer some of the questions, she does not make noise when left alone or caged. She likes to walk in circles but may take a day to two to adjust in new surroundings. She does her business on a newspaper, you just need to leave it at one corner and she will utilize it at her own convenience. De-wormed and Vaccinated. Spayed (Not Yet) If interested, please sms or whatsapp me at as I'm quite busy with meetings today. If you need to call, can do so after 7pm. I am located in Selayang but arrangements can be made to bring her to you if serious. Please help me provide her a good home which she deserves. Thanks.",4f18ce587,2.0,2
2,Toby,1,266,0,1,1,2,7,1,1,2,2,2,1,1,0,41326,a11d2d249834deea0de7d1e1acf4dd46,0,Toby was found crying and alone out of my home. He is currently being fostered by me since I rescued him. He is still very young and will need a warm and loving home to grow up in. Please sms me if interested to adopt.,d8de3a329,4.0,1
2,,2,266,0,3,1,2,6,1,1,2,3,2,1,3,0,41326,5f1d0a6ef9a3f20b9bd5e69f1f37ad4a,0,"Someone found these kittens and that person brought it to the vet. 2 males and 1 female (grey). The female kitten is really beautiful, unfortunately my photo didn't do any justice. It looks unique. I'm not sure of their breed. Just helping them get a new home. Those who are interested pls contact the vet at",964cf32b1,3.0,1
2,Koppi,5,266,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,c565bb65505d34552eceb7f58a076a67,1,"Koppi is a playful, friendly and healthy kitten. He was found abandoned in a housing area. Koppi is cat litter trained and spent most of his time indoor. Never been out door. Looking for owner with passion and love for cats and even better with cat experience.",493215800,12.0,1
2,BaiLi,48,266,0,2,1,2,4,2,1,1,1,1,1,1,0,41326,858baa38b27231a2a45a1fd67e95ebbe,0,"My cat BaiLi is 4 years old. Recently, I found out my son is allergic to cat's dander. Unfortunately, I have to give her away. She is a sensitive soul, loves loads of attention. Cries a lot when she doesn't get her food on time.",0b942f000,1.0,4
2,Issebelle,1,265,266,2,1,2,7,1,1,2,2,2,1,1,0,41401,2f29e4131291f6505d0cf6949f3a8e33,0,"Kucing ni aku jumpa dekat bilik tv kolej aku. Maybe orang buang. Sebab dalam seminggu ni dah 2 ekor kucing budak kat blok ni jumpa. Jumpa semalam (29/9/). Calico color. Manja. Ada Kutu sikit. Ada Flu juga. Boleh jalan dah. Bulu dia macam pendek. Tapi tak pasti jugak. Sebab macam tercacak3. Nak kata sebab tak mandi, dah mandikan pagi tadi. So, sape yang amik nanti, tunggu jela sampai dia besar. We'll see how she looks like..;) *mari adopt issebelle*",2f4c22fec,5.0,1
1,Apolloz,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Apollo's mum had given birth to 6 puppies in front of a Hotel in Sungei Way, Selangor. The management wanted to call the Council to remove them. Appolo and his siblings are safely fostered. He is so cute that you wont want to miss her. Please open your heart and home to Apollo. Call us at if you wish to adopt",61da44459,3.0,2
2,Gwen And Max,2,266,299,3,1,0,0,2,1,2,2,2,1,2,0,41326,0722a4564018fc1927501e14b9367021,0,"Hi Everyone. I got these 2 adorable little kitten for adoption.Male and Female. Location: Semenyih,Selangor. Sms or Whatsapp me at Hafiz..",6840e38e5,1.0,1
2,Yumi Hamasaki,4,292,265,2,1,5,7,2,2,1,3,2,1,1,0,41326,bcc4e1b9557a8b3aaf545ea8e6e86991,0,"I rescued Yumi Hamasaki at a food stall far away in Kelantan. At that time i was on my way back to KL, she was suffer from stomach problem and looking very2 sick.. I send her to vet & get the treatment + vaccinated and right now she's very2 healthy.. About yumi : - love to sleep with ppl - she will keep on meowing if she's hugry - very2 active, always seeking for people to accompany her playing - well trained (poo+pee in her own potty) - easy to bathing - I only feed her with these brands : IAMS, Kittenbites, Pro-formance Reason why i need someone to adopt Yumi: I just married and need to move to a new house where no pets are allowed :( As Yumi is very2 special to me, i will only give her to ppl that i think could take care of her just like i did (especially on her foods things)..",7d7a39d71,3.0,0
1,Roxy,21,189,307,2,2,5,7,2,1,2,2,2,1,1,0,41326,81ac1b71c81d81aae2f8eb1bd9d4b4ba,0,Loving playful intelligent,b593502c5,1.0,0
2,Cumi Chiki And Mummy,3,266,0,3,1,2,7,1,1,1,1,3,1,3,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,***Call__ nirmala for adoption*** Cute little family of mother cat and 2 kittens found abandoned.. my friend picked them up and is now looking to rehome them separately. one male and one female kitten - to be vaccinated Mother cat will be vaccinated and spayed and ready to be adopted to good homes. mother cat is very friendly . ***,2ca38a180,5.0,4
1,Henrry,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Oscar need a home bcos his present owner is migrating. He is smart and intelligent. If u are interested to gv Henrry a home pls contact us.,58d1adc55,1.0,2
2,Kiki,12,266,0,2,2,0,0,2,1,3,3,1,1,1,0,41336,655bd08f522480595e4c5d85dfb94be3,0,A loving and intelligent cat. She responds when her name is called!,4ec9289df,2.0,4
1,,1,307,307,3,2,5,7,2,2,2,2,1,1,5,0,41326,a81f9963807b4de039ae6d9a1649613a,0,"The puppies are ever loving and cuddly little ones in need of a forever home! They are witty, calm and very loving puppies and they are great with kids!",38c5d4e0e,12.0,4
2,,1,266,0,3,3,6,7,1,1,3,3,2,1,3,0,41326,5f1d0a6ef9a3f20b9bd5e69f1f37ad4a,0,"These absolutely adorable kittens are up for adoption. As usual no adoption fee however future owner will be required to pay for the vaccination and maybe deworming. I am not sure of the breed and age, they are still small though. If you would like to know more you can contact the vet, . The kittens are with them. 2 male and 1 female. Female is gray in colour. The rest are males.",3bc0357ce,4.0,3
2,Choco,3,266,0,1,1,7,0,2,1,2,2,2,1,1,15,41326,8f5fb37f32a030ce8d4ed627356afdd3,0,"it happened to be at my flat area, i heard it making noise at the backyard so I picked it up and keep it at my house currently, I have only a week time to board it at my house, hopefully can find a new home for it.",ff3d455a0,4.0,2
1,BaiBai,2,307,0,2,5,7,0,2,1,2,2,2,1,1,0,41327,051023f822efb1612c95900fa7656f39,0,"BaiBai was picked up from Penang SPCA on 6th Apr . She and her brother & sister should be PTS by Penang SPCA on 9th Apr . With the help from MDDB, she was given a 2nd chance to live. Refer for more details about her story.",d605fa35d,2.0,3
2,Taiga,10,266,0,2,1,2,6,2,1,1,1,1,1,1,0,41326,e6bb620ca694277c735b522c4d19468d,0,"Hi, my name is Taiga, I was rescued by my mummy when I was 2 month old. I am close to people and also attention seeker. Now mummy has to move to new place where I cannot stay, I hope to find a new home which will love me.",9a875f3f6,2.0,3
1,MPSP-F-01,2,307,0,2,1,2,0,2,1,1,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,"Puppy saved from MPSP pound yesterday. She is all heathy and just received her 1st vaccination today. She is currently up for adoption.. Do give this pound puppy a second chance. Interested adopters, please contact or.",ff125cf8d,1.0,4
2,Pepper Or Pebbles,20,266,243,2,1,6,7,3,2,2,2,1,1,1,0,41326,74c32a1bc246204b75218277e44aaf18,0,"When we first moved into our house a few months ago, there was an adorable pregnant stray cat already living in the area. She and her three kittens need a great chance of living in caring homes. Pepper/Pebbles is a young first-time mother. She had her first litter of three healthy kittens 4 months ago. She loves people, is playful with people and other cats and is a good eater. She is independent but loves being petted, and purrs almost all the time! She also comes when she is called ""kitty"". We have been feeding her for some time, but we cannot keep her at home as we already have a dog. Pepper or Pebbles are just possible names for her, based on her unique colouring. You can choose a name for her once she is home with you. :)",98c265a0f,4.0,4
1,,1,307,0,3,1,2,7,2,1,3,3,3,1,11,0,41336,5d9d6838cb00440c65d0475ccc464aa1,0,Help to adopt this dogs. They are by road side,1b89f5335,0.0,2
2,Mimi,2,266,266,2,1,2,0,2,1,2,2,2,1,1,0,41327,4f730224c4425d230360cd399ff6cf13,0,"Female kitten for free adoption. She is around 2 1/2 month, Very healthy appetite & eat both kibbles & wet food If you are interested in giving a home to this lovely kitten, kindly contact me at",0b807a7dd,1.0,3
1,"Tofu, Nobu, Igloo, Asuka, Piglet",10,307,0,3,1,2,5,2,2,3,3,3,2,5,0,41326,24a9c0d4702c2ee1d7ea0ad93c6d3b35,0,"Hello there, I'm helping my friend here for those with good hearts to adopt her cats. Here are the details from her post: (URGENT!) Here I have one mother cat and her four kittens in need of a new loving home. Reasons to let go; (i) Little brother has an allergic reaction to cats and (ii) I, myself, am still studying so I could not afford to take care of them at the moment. Please be kind enough to give these babies a home. I am very sure that they'll be wonderful companions for life, the mother has been vaccinated and dewormed but not for the kids. Details: The mother is a strong three-legged cat born on the 15th of August and the kittens was born on the 1st of May . In the picture, Top left: Piglet (Male) Bottom left: Nobu (Male) Middle: Tofu, the mother. Top right: Asuka (Female) Bottom right: Igloo (Female) If you're up for adoption, send me a Whatsapp at (Julia) Location: KL/Shah Alam. OR (Hanafi) Location: Seremban, NS.",1b871dbaa,1.0,4
2,Powerpuff Girls,3,266,0,2,1,4,7,2,1,2,2,2,1,3,0,41326,8f7296f00d4e787cebe1e199a1e5f953,0,"The mother who was a stray cat found a home at my balcony and since then we have been taking care of the little kitties. Each of them is adorable and have their own distinctive characters, so we call them happy, sadly & sleepy. And it is obvious that ""happy"" is the one who is playful and bubbly. They are now 3 months old and have been self fed with cat's biscuits ""IAMS"", Unfortunately, my humble apartment have no rooms for the kitties as there are other 3 adult cats under my roof. Please adopt them before I decide for their final fate like ""Oren baby"". Thanks for your kindness..",792c38c44,6.0,2
1,Olive,8,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,a52131699bc8ae1a76da9109a968eebe,0,"Hello! My name is Olive! I appeared at my friends Simon's front gate a few days ago, and he is kindly fostering me until I can find a loving forever home. Perhaps you're the one! :-) I am a very smart doggy, I already know how to sit, shake hands and play fetch, although I don't always bring the ball back, hee hee :-) I am quiet, patient, calm and very loving. If you think you could give me a forever home, then please get in touch with my friend Simon here. Looking forwards to meeting you! With love, Olive.",6e5f03ddf,2.0,2
1,Abby,2,307,0,2,1,0,0,2,1,1,2,2,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,"This black beauty was rescued from an empty house together with her 5 other siblings. We are now looking for a genuine animal lover to open their home for them. Here is our adoption requirement : a) Abby must be spayed when she reached her maturity b) Adopter must be an animal lover and preferably have experience in handling dog. c) No long hour of caging or tied on leash. d) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) e) Walk her regularly with plenty of exercise f) Provide progress update and add us on facebook g) This is a non-transferrable case. If you wish to surrender Abby, please seek our permission as the dog's well-being is our utmost priority If you are interested, drop us a note below and pm us your contact number.",166650836,1.0,3
1,Mambo,12,218,0,2,6,0,0,2,3,3,3,2,1,1,0,41326,370dba053360aeac8554b83bc5e73f7f,0,"She was wondering outside my house, her long hair was messy and dirty. We rescue her and trim off of her bad hair. Her actual look very pretty and cute, the hair is long till cover the face. Very terrier.",f1e99433d,3.0,2
2,Do & Rei,2,266,0,3,1,6,7,2,1,2,1,2,1,2,0,41326,1565d406c559212ca01bba319c615c1f,0,"3/ - vet visit : dewormed, ears checked, clear of fleas and mites. very healthy and lively kitten. /12 - update eating kibbles and drinking water from bowl plus used to litter tray for a week now. :D:D Have grown a head length. ------------------------------------- Mother cat dropped her 3 kitties in my bicycle shed (mid November) to shelter them from the rainy days. She is nursing them everyday. Two very contrasting personalities. Rei is sweet and adventurous, Do is robust and macho man but when he warms up to you he will go lembek-lembek. Both are very playful chasing around, climbing and wrestling - it's all kitty play as they discover their limbs are getting stronger. Very entertaining to watch. They are now ready to go into a forever home. I am getting them adopted preferably together or adopter(s) should already own another kitty. Their sibling adopted :- Compulsory requirements :- - initial 3 vaccinations and yearly follow-up - neutering at 5-6 months - lots of TLC required!!! Please email or text me if you are interested, I'll reply asap. Viewing can be arranged. Thanks.",57d8f9bdb,14.0,1
1,Bunny,36,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,01cebb4ed3454b2176ae9d6950b3f083,0,"Found her on street 3 years ago, been bring her and her brother to home, brother been adopted, Bunny stay with me about 1 and half year, due to I moved to a smaller apartment, and not able to provide her good home, i leave her at brother home, and they take care her until now, but due to they also moving to condo soon, so unable to take care her anymore. Bunny is indoor dog, and she happy if could find a landed properties as her forever home. She lovely, toilet train, know command, play fetch and etc. If u interested to adopt her, do leave me a msg, she located in Cheras, Selangor.",3c8468196,5.0,4
1,Missy,3,307,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,6177ae3a4951ab8c0fb21cb9cc739e80,0,"Hello there, I am a pretty girl, white with brown patches. I am almost 3 months old. I love to play and am most alert to the slightest sound. I have no skin allergies and the best part is I am flea-free and clean. Please adopt me and give me a happy home and I promise to be faithful to you and help you look after your home. Please call my foster care friend PAMEL for more details about me",f2755d8bf,1.0,3
1,Xiao Bai (Little White),48,147,0,2,7,0,0,1,3,1,1,2,1,1,300,41336,66398324065e920d77ad0c3bc8e6ebeb,0,"Xiao Bai is a very cute and gentle Maltese. There's a sad story behind her. Two years ago, she was used as a breeding machine in a pet shop until she was no longer able to breed anymore. The breeder does not want to keep her anymore as she was no longer useful to him anymore. A kind old lady adopted her or else the breeder would have euthanized her. She's very healthy and bubbly. The old lady would like to help her to find for a good and loving owner. Requirements: -Must agree to bring her for yearly vaccination. -She needs to be spayed. -Must provide her regular nutritious and balanced meals. -Must have time to spend with her. -Do not caged or leashed her unless it is necessary. -Allow for home visits.. RM of adoption fees include vaccination, spaying and deworming. If you're able to give her a loving home, kindly contact me.",51d3a70bf,2.0,1
2,MJ,3,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41401,c6fa60201b7ca135608d592d7ac19ec4,0,"We have no idea where MJ came from, he just walked into our house a week ago. He is a very playful boy. He is litter tray trained. He gets along very well with other cats.",b6f1e40a5,14.0,3
1,Baby 1,2,307,0,2,1,0,0,1,1,2,2,2,1,1,0,41326,98424afd9593d12ffce3c828d8b7f0a7,0,For adoption. She is about 2 month plus waiting to be neutered and taken her 1st vaccination. Adopter is to bear her neutering surgery cost. She is a For adoption. She is rottweiler mix breed and her size is between medium N small. Currently fostered at home and need to send to good families.,04a6267e4,2.0,2
2,Lulu,6,264,0,2,3,0,0,3,3,1,1,2,1,1,100,41326,73843de5a69aabadad9e370c30a1285b,0,"Lovely playful female. So sad to let her go. Want to look for new owner, As I am and my wife allergic of her long hair. The fee is only to cover the vaccine and medical only. I am not selling any cat. Just ask for contributation. Call me urgently .",8b8c686ec,3.0,0
1,K-30 Momo,24,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,7ddf00d90,2.0,4
2,Odd Eyes Snow White (Mix Persian),4,285,265,2,7,0,0,2,3,2,1,2,1,1,300,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"/12 Snow White Girl was adopted by Danish from Penang today. Thanks for his kindness of adopting this lovely kitten. /12 Amazing odd eyes local mix Persian kitten looking for new home. She is Snow White Girl, about 4 months old now. She has unbelievable eye colours: 1 blue and another 1 copper, which makes her so special. She has beautiful, thick, snowy white long hair with a fluffy tail. She has no flea and was de-wormed on 11th Nov . She is healthy, very active and playful. She likes playing with her other sibling. She is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",eaab63bd7,4.0,1
2,Bambi,1,266,0,3,1,5,7,2,1,2,2,2,1,5,0,41401,5e21416ee557e7470d1113dd98a7e3ae,0,"5 lovely kittens were born on the territory of Embassy. All are very cute, active and happy. Waiting to be adopted by responsible pet lovers. Indoor only. Vaccinations is compulsory. No Cage Confinement. Please contact: tel:; tel:-;",a4ba78b62,3.0,2
1,Nine Princesses From Seremban,2,307,0,2,2,3,7,2,1,2,1,2,1,9,0,41326,d21f689eab9b3faa1b738ecc836b4b36,0,Nine beautiful sisters rescued from Seremban,c98188040,1.0,4
